DataHora,MAC_Origem,MAC_Destino,EtherType,Tamanho
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,291
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,1518
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,245
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,461
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,90
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,90
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,180
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,105
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,60
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,60
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,105
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,533
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,97
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:49,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,101
2025-06-23 11:40:49,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:40:49,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:51,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:40:52,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0800,77
2025-06-23 11:40:53,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,425
2025-06-23 11:40:53,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,97
2025-06-23 11:40:53,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:53,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,148
2025-06-23 11:40:53,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:54,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:40:55,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:40:58,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:40:58,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,426
2025-06-23 11:40:58,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,97
2025-06-23 11:40:58,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,101
2025-06-23 11:40:58,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:58,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,101
2025-06-23 11:40:58,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:58,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:40:58,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,147
2025-06-23 11:40:58,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
2025-06-23 11:40:58,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0800,77
2025-06-23 11:41:00,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:41:02,f8:77:b8:34:17:da,ff:ff:ff:ff:ff:ff,0x0806,60
2025-06-23 11:41:03,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,425
2025-06-23 11:41:03,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,97
2025-06-23 11:41:03,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,66
2025-06-23 11:41:03,e8:20:e2:cb:5f:ea,60:a5:e2:e9:0a:61,0x0800,147
2025-06-23 11:41:03,60:a5:e2:e9:0a:61,e8:20:e2:cb:5f:ea,0x0800,66
